LK_ID,LK_Name,LK_Type,Population,BL_Code,BL_Name,Twitter Account
16065,Kyffhäuserkreis,Landkreis,75009,TH,Thüringen,?
9462,Bayreuth,Kreisfreie Stadt,74657,BY,Bayern,bayreuth_de
9479,Wunsiedel i. Fichtelgebirge,Landkreis,73178,BY,Bayern,?
9377,Tirschenreuth,Landkreis,72504,BY,Bayern,?
9261,Landshut,Kreisfreie Stadt,72404,BY,Bayern,stadtlandshut
12051,Brandenburg an der Havel,Kreisfreie Stadt,72124,BB,Brandenburg,Stadt_BRB
9477,Kulmbach,Landkreis,71845,BY,Bayern,?
3255,Holzminden,Landkreis,70975,NI,Niedersachsen,?
9661,Aschaffenburg,Kreisfreie Stadt,70527,BY,Bayern,StadtAB
7336,Kusel,Landkreis,70526,RP,Rheinland-Pfalz,?
16068,Sömmerda,Landkreis,69655,TH,Thüringen,?
9763,Kempten (Allgäu),Kreisfreie Stadt,68907,BY,Bayern,Kempten2
9476,Kronach,Landkreis,67135,BY,Bayern,?
9478,Lichtenfels,Landkreis,66838,BY,Bayern,?
16055,Weimar,Kreisfreie Stadt,65090,TH,Thüringen,stadtweimar
16069,Hildburghausen,Landkreis,63553,TH,Thüringen,?
9163,Rosenheim,Kreisfreie Stadt,63324,BY,Bayern,StadtRosenheim
7135,Cochem-Zell,Landkreis,61587,RP,Rheinland-Pfalz,?
7233,Vulkaneifel,Landkreis,60603,RP,Rheinland-Pfalz,?
12053,Frankfurt (Oder),Kreisfreie Stadt,57873,BB,Brandenburg,-
3462,Wittmund,Landkreis,56882,NI,Niedersachsen,?
16072,Sonneberg,Landkreis,56196,TH,Thüringen,?
8211,Baden-Baden,Stadtkreis,55123,BW,Baden-Württemberg,StadtBadenBaden
9662,Schweinfurt,Kreisfreie Stadt,54032,BY,Bayern,stadtsw
7316,Neustadt an der Weinstraße,Kreisfreie Stadt,53148,RP,Rheinland-Pfalz,Neustadt_Wstr
9262,Passau,Kreisfreie Stadt,52469,BY,Bayern,Stadt_Passau
7318,Speyer,Kreisfreie Stadt,50378,RP,Rheinland-Pfalz,Speyer_Stadt
3402,Emden,Kreisfreie Stadt,50195,NI,Niedersachsen,StadtEmden
7311,Frankenthal (Pfalz),Kreisfreie Stadt,48561,RP,Rheinland-Pfalz,Stadt_FT
3354,Lüchow-Dannenberg,Landkreis,48424,NI,Niedersachsen,?
9263,Straubing,Kreisfreie Stadt,47794,BY,Bayern,-
7313,Landau in der Pfalz,Kreisfreie Stadt,46677,RP,Rheinland-Pfalz,Landau_Pfalz1
9464,Hof,Kreisfreie Stadt,45930,BY,Bayern,StadtHof1
9762,Kaufbeuren,Kreisfreie Stadt,43893,BY,Bayern,-
9764,Memmingen,Kreisfreie Stadt,43837,BY,Bayern,StadtMM
9363,Weiden i.d. OPf.,Kreisfreie Stadt,42520,BY,Bayern,Weiden_Pfalz
16056,Eisenach,Kreisfreie Stadt,42370,TH,Thüringen,-
9361,Amberg,Kreisfreie Stadt,41970,BY,Bayern,Amberg_Stadt
9561,Ansbach,Kreisfreie Stadt,41847,BY,Bayern,StadtAnsbach
9463,Coburg,Kreisfreie Stadt,41249,BY,Bayern,coburg
9565,Schwabach,Kreisfreie Stadt,40792,BY,Bayern,stadt_schwabach
7317,Pirmasens,Kreisfreie Stadt,40403,RP,Rheinland-Pfalz,stadtpirmasens
16054,Suhl,Kreisfreie Stadt,34835,TH,Thüringen,-
7320,Zweibrücken,Kreisfreie Stadt,34209,RP,Rheinland-Pfalz,-
